year,station_number,url,exists,downloaded,not_zip_file,city
2019,2063,https://www.bast.de/videos/2019/zst2063.zip,True,True,False,berlin
2019,2062,https://www.bast.de/videos/2019/zst2062.zip,True,True,False,berlin
2019,3717,https://www.bast.de/videos/2019/zst3717.zip,True,True,True,berlin
2019,3718,https://www.bast.de/videos/2019/zst3718.zip,True,True,True,berlin
2019,2065,https://www.bast.de/videos/2019/zst2065.zip,True,True,False,berlin
2019,5031,https://www.bast.de/videos/2019/zst5031.zip,True,True,True,duesseldorf
2019,3632,https://www.bast.de/videos/2019/zst3632.zip,True,True,False,berlin
2019,2061,https://www.bast.de/videos/2019/zst2061.zip,True,True,False,berlin
2019,5036,https://www.bast.de/videos/2019/zst5036.zip,True,True,False,cologne
2019,2064,https://www.bast.de/videos/2019/zst2064.zip,True,True,False,berlin
2019,2002,https://www.bast.de/videos/2019/zst2002.zip,True,True,False,berlin
2019,2011,https://www.bast.de/videos/2019/zst2011.zip,True,True,False,berlin
2019,2013,https://www.bast.de/videos/2019/zst2013.zip,True,True,False,berlin
2019,2012,https://www.bast.de/videos/2019/zst2012.zip,True,True,False,berlin
2019,3615,https://www.bast.de/videos/2019/zst3615.zip,True,True,True,berlin
2019,2010,https://www.bast.de/videos/2019/zst2010.zip,True,True,False,berlin
2019,2008,https://www.bast.de/videos/2019/zst2008.zip,True,True,True,berlin
2019,3631,https://www.bast.de/videos/2019/zst3631.zip,True,True,True,berlin
2019,2003,https://www.bast.de/videos/2019/zst2003.zip,True,True,True,berlin
2019,2006,https://www.bast.de/videos/2019/zst2006.zip,True,True,False,berlin
2019,2004,https://www.bast.de/videos/2019/zst2004.zip,True,True,True,berlin
2019,2014,https://www.bast.de/videos/2019/zst2014.zip,True,True,False,berlin
2019,5090,https://www.bast.de/videos/2019/zst5090.zip,True,True,False,duesseldorf
2019,5674,https://www.bast.de/videos/2019/zst5674.zip,True,True,False,cologne
2019,2005,https://www.bast.de/videos/2019/zst2005.zip,True,True,True,berlin
2019,5670,https://www.bast.de/videos/2019/zst5670.zip,True,True,False,duesseldorf
2019,5601,https://www.bast.de/videos/2019/zst5601.zip,True,True,False,duesseldorf
2019,5030,https://www.bast.de/videos/2019/zst5030.zip,True,True,False,duesseldorf
2019,5014,https://www.bast.de/videos/2019/zst5014.zip,True,True,False,duesseldorf
2019,5061,https://www.bast.de/videos/2019/zst5061.zip,True,True,True,duesseldorf
2019,5027,https://www.bast.de/videos/2019/zst5027.zip,True,True,False,duesseldorf
2019,5040,https://www.bast.de/videos/2019/zst5040.zip,True,True,False,duesseldorf
2019,3629,https://www.bast.de/videos/2019/zst3629.zip,True,True,True,berlin
2019,5097,https://www.bast.de/videos/2019/zst5097.zip,True,True,True,duesseldorf
2019,5686,https://www.bast.de/videos/2019/zst5686.zip,True,True,True,duesseldorf
2019,3602,https://www.bast.de/videos/2019/zst3602.zip,True,True,False,berlin
2019,3667,https://www.bast.de/videos/2019/zst3667.zip,True,True,True,berlin
2019,3606,https://www.bast.de/videos/2019/zst3606.zip,True,True,True,berlin
2019,5049,https://www.bast.de/videos/2019/zst5049.zip,True,True,False,cologne
2019,5053,https://www.bast.de/videos/2019/zst5053.zip,True,True,False,cologne
2019,5021,https://www.bast.de/videos/2019/zst5021.zip,True,True,False,cologne
2019,5065,https://www.bast.de/videos/2019/zst5065.zip,True,True,False,duesseldorf
2019,5673,https://www.bast.de/videos/2019/zst5673.zip,True,True,False,cologne
2019,5672,https://www.bast.de/videos/2019/zst5672.zip,True,True,False,cologne
2019,5004,https://www.bast.de/videos/2019/zst5004.zip,True,True,True,cologne
2019,5048,https://www.bast.de/videos/2019/zst5048.zip,True,True,False,cologne
2019,5655,https://www.bast.de/videos/2019/zst5655.zip,True,True,True,duesseldorf
2019,5010,https://www.bast.de/videos/2019/zst5010.zip,True,True,False,cologne
2018,5262,https://www.bast.de/videos/2018/zst5262.zip,True,True,False,duesseldorf
2018,2066,https://www.bast.de/videos/2018/zst2066.zip,True,True,False,berlin
2018,3625,https://www.bast.de/videos/2018/zst3625.zip,True,True,False,berlin
2018,2063,https://www.bast.de/videos/2018/zst2063.zip,True,True,False,berlin
2019,5032,https://www.bast.de/videos/2019/zst5032.zip,True,True,True,cologne
2018,3718,https://www.bast.de/videos/2018/zst3718.zip,True,True,True,berlin
2018,3717,https://www.bast.de/videos/2018/zst3717.zip,True,True,True,berlin
2018,2062,https://www.bast.de/videos/2018/zst2062.zip,True,True,False,berlin
2018,5031,https://www.bast.de/videos/2018/zst5031.zip,True,True,True,duesseldorf
2018,2065,https://www.bast.de/videos/2018/zst2065.zip,True,True,False,berlin
2018,2061,https://www.bast.de/videos/2018/zst2061.zip,True,True,False,berlin
2018,3632,https://www.bast.de/videos/2018/zst3632.zip,True,True,False,berlin
2018,2064,https://www.bast.de/videos/2018/zst2064.zip,True,True,False,berlin
2018,2002,https://www.bast.de/videos/2018/zst2002.zip,True,True,False,berlin
2018,5036,https://www.bast.de/videos/2018/zst5036.zip,True,True,False,cologne
2018,2011,https://www.bast.de/videos/2018/zst2011.zip,True,True,False,berlin
2018,2012,https://www.bast.de/videos/2018/zst2012.zip,True,True,False,berlin
2018,3615,https://www.bast.de/videos/2018/zst3615.zip,True,True,True,berlin
2018,2008,https://www.bast.de/videos/2018/zst2008.zip,True,True,False,berlin
2018,2010,https://www.bast.de/videos/2018/zst2010.zip,True,True,False,berlin
2018,3631,https://www.bast.de/videos/2018/zst3631.zip,True,True,True,berlin
2018,2005,https://www.bast.de/videos/2018/zst2005.zip,True,True,True,berlin
2018,2006,https://www.bast.de/videos/2018/zst2006.zip,True,True,False,berlin
2018,2004,https://www.bast.de/videos/2018/zst2004.zip,True,True,True,berlin
2018,5090,https://www.bast.de/videos/2018/zst5090.zip,True,True,False,duesseldorf
2018,2014,https://www.bast.de/videos/2018/zst2014.zip,True,True,False,berlin
2018,5674,https://www.bast.de/videos/2018/zst5674.zip,True,True,False,cologne
2018,2003,https://www.bast.de/videos/2018/zst2003.zip,True,True,True,berlin
2018,5670,https://www.bast.de/videos/2018/zst5670.zip,True,True,False,duesseldorf
2018,5601,https://www.bast.de/videos/2018/zst5601.zip,True,True,False,duesseldorf
2018,5014,https://www.bast.de/videos/2018/zst5014.zip,True,True,False,duesseldorf
2018,5030,https://www.bast.de/videos/2018/zst5030.zip,True,True,False,duesseldorf
2018,5027,https://www.bast.de/videos/2018/zst5027.zip,True,True,False,duesseldorf
2018,5061,https://www.bast.de/videos/2018/zst5061.zip,True,True,True,duesseldorf
2018,5040,https://www.bast.de/videos/2018/zst5040.zip,True,True,False,duesseldorf
2018,3606,https://www.bast.de/videos/2018/zst3606.zip,True,True,False,berlin
2018,5097,https://www.bast.de/videos/2018/zst5097.zip,True,True,True,duesseldorf
2018,5686,https://www.bast.de/videos/2018/zst5686.zip,True,True,True,duesseldorf
2018,3629,https://www.bast.de/videos/2018/zst3629.zip,True,True,True,berlin
2018,5049,https://www.bast.de/videos/2018/zst5049.zip,True,True,False,cologne
2018,5053,https://www.bast.de/videos/2018/zst5053.zip,True,True,False,cologne
2018,3667,https://www.bast.de/videos/2018/zst3667.zip,True,True,True,berlin
2018,3602,https://www.bast.de/videos/2018/zst3602.zip,True,True,True,berlin
2018,5021,https://www.bast.de/videos/2018/zst5021.zip,True,True,False,cologne
2018,5065,https://www.bast.de/videos/2018/zst5065.zip,True,True,False,duesseldorf
2018,5655,https://www.bast.de/videos/2018/zst5655.zip,True,True,False,duesseldorf
2018,5673,https://www.bast.de/videos/2018/zst5673.zip,True,True,False,cologne
2018,5004,https://www.bast.de/videos/2018/zst5004.zip,True,True,True,cologne
2018,5048,https://www.bast.de/videos/2018/zst5048.zip,True,True,False,cologne
2018,5010,https://www.bast.de/videos/2018/zst5010.zip,True,True,False,cologne
2018,5672,https://www.bast.de/videos/2018/zst5672.zip,True,True,True,cologne
2017,5262,https://www.bast.de/videos/2017/zst5262.zip,True,True,False,duesseldorf
2017,3625,https://www.bast.de/videos/2017/zst3625.zip,True,True,False,berlin
2017,2066,https://www.bast.de/videos/2017/zst2066.zip,True,True,False,berlin
2018,5032,https://www.bast.de/videos/2018/zst5032.zip,True,True,True,cologne
2018,2013,https://www.bast.de/videos/2018/zst2013.zip,True,True,False,berlin
2017,3718,https://www.bast.de/videos/2017/zst3718.zip,True,True,True,berlin
2017,2063,https://www.bast.de/videos/2017/zst2063.zip,True,True,False,berlin
2017,2065,https://www.bast.de/videos/2017/zst2065.zip,True,True,False,berlin
2017,3717,https://www.bast.de/videos/2017/zst3717.zip,True,True,True,berlin
2017,2062,https://www.bast.de/videos/2017/zst2062.zip,True,True,False,berlin
2017,5031,https://www.bast.de/videos/2017/zst5031.zip,True,True,True,duesseldorf
2017,2064,https://www.bast.de/videos/2017/zst2064.zip,True,True,False,berlin
2017,3632,https://www.bast.de/videos/2017/zst3632.zip,True,True,False,berlin
2017,2061,https://www.bast.de/videos/2017/zst2061.zip,True,True,False,berlin
2017,5036,https://www.bast.de/videos/2017/zst5036.zip,True,True,False,cologne
2017,2002,https://www.bast.de/videos/2017/zst2002.zip,True,True,False,berlin
2017,3615,https://www.bast.de/videos/2017/zst3615.zip,True,True,False,berlin
2017,2012,https://www.bast.de/videos/2017/zst2012.zip,True,True,False,berlin
2017,2013,https://www.bast.de/videos/2017/zst2013.zip,True,True,False,berlin
2017,2011,https://www.bast.de/videos/2017/zst2011.zip,True,True,False,berlin
2017,2008,https://www.bast.de/videos/2017/zst2008.zip,True,True,False,berlin
2017,2010,https://www.bast.de/videos/2017/zst2010.zip,True,True,False,berlin
2017,3631,https://www.bast.de/videos/2017/zst3631.zip,True,True,True,berlin
2017,2004,https://www.bast.de/videos/2017/zst2004.zip,True,True,True,berlin
2017,2006,https://www.bast.de/videos/2017/zst2006.zip,True,True,False,berlin
2017,2005,https://www.bast.de/videos/2017/zst2005.zip,True,True,True,berlin
2017,2014,https://www.bast.de/videos/2017/zst2014.zip,True,True,False,berlin
2017,2003,https://www.bast.de/videos/2017/zst2003.zip,True,True,True,berlin
2017,5674,https://www.bast.de/videos/2017/zst5674.zip,True,True,False,cologne
2017,5090,https://www.bast.de/videos/2017/zst5090.zip,True,True,False,duesseldorf
2017,5601,https://www.bast.de/videos/2017/zst5601.zip,True,True,False,duesseldorf
2017,5670,https://www.bast.de/videos/2017/zst5670.zip,True,True,False,duesseldorf
